Common_name,Functional_group,Attribute_type,Attribute_name,Data_quality,Low,Moderate,High,Very_high,Mean,Component_score,Vulnerability_rank,Region
Southern stingray,Elasmobranch,Exposure,Sea Level Rise,2.4,3,13,7,2,2.32,High,Moderate,gulf
Southern stingray,Elasmobranch,Exposure,Hypoxia,2.4,6,10,7,2,2.2,High,Moderate,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Habitat Specificity,2.6,7,13,5,0,1.92,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Prey Specificity,2.2,13,9,3,0,1.6,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Adult Mobility,2.8,17,7,1,0,1.36,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Dispersal of Early Life Stages,2,3,14,7,1,2.24,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Early Life History Survival and Settlement Requirements,1.6,12,10,3,0,1.64,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Complexity in Reproductive Strategy,2.2,13,8,3,1,1.68,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Spawning Cycle,2.2,5,12,8,0,2.12,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Sensitivity to Temperature,2.6,12,10,3,0,1.64,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Sensitivity to Ocean Acidification,2,13,8,4,0,1.64,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Other Stressors,1.8,14,8,3,0,1.56,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Population Growth Rate,2,7,12,6,0,1.96,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Sensitivity,Stock Size/Status,2.6,16,7,2,0,1.44,Low,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Salinity,3,1.52175,6.956525,4.565225,11.956525,3.078259922,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Primary Productivity,2,13.063075,11.7117,0.225225,0,1.486486,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Sea Level Rise,2.8,14,8,3,0,1.56,High,Low,gulf
Spanish mackerel,Coastal Pelagic,Exposure,Hypoxia,2.4,10,12,3,0,1.72,High,Low,gulf
Speckled hind,Groupers,Sensitivity,Habitat Specificity,2.2,2,8,13,2,2.6,High,High,gulf
Speckled hind,Groupers,Sensitivity,Prey Specificity,1.8,14,7,3,1,1.64,High,High,gulf
Speckled hind,Groupers,Sensitivity,Adult Mobility,2,1,11,11,2,2.56,High,High,gulf
Speckled hind,Groupers,Sensitivity,Dispersal of Early Life Stages,1.2,5,14,5,1,2.08,High,High,gulf
Speckled hind,Groupers,Sensitivity,Early Life History Survival and Settlement Requirements,0.6,3,8,12,2,2.52,High,High,gulf
Speckled hind,Groupers,Sensitivity,Complexity in Reproductive Strategy,2.2,0,10,8,7,2.88,High,High,gulf
Speckled hind,Groupers,Sensitivity,Spawning Cycle,2,1,15,6,3,2.44,High,High,gulf
Speckled hind,Groupers,Sensitivity,Sensitivity to Temperature,2.6,2,11,10,2,2.48,High,High,gulf
Speckled hind,Groupers,Sensitivity,Sensitivity to Ocean Acidification,2,11,9,4,1,1.8,High,High,gulf
Speckled hind,Groupers,Sensitivity,Other Stressors,1.6,12,12,1,0,1.56,High,High,gulf
Speckled hind,Groupers,Sensitivity,Population Growth Rate,2.6,0,0,9,16,3.64,High,High,gulf
Speckled hind,Groupers,Sensitivity,Stock Size/Status,1.6,0,1,8,16,3.6,High,High,gulf
Speckled hind,Groupers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,High,gulf
Speckled hind,Groupers,Exposure,Salinity,3,4.2683,11.585375,3.048775,6.09755,2.439023,High,High,gulf
Speckled hind,Groupers,Exposure,Ocean Acidification,2,0,0,0,25,4,High,High,gulf
Speckled hind,Groupers,Exposure,Primary Productivity,2,13.8158,11.1842,0,0,1.447368,High,High,gulf
Speckled hind,Groupers,Exposure,Air Temperature,0,25,0,0,0,1,High,High,gulf
Speckled hind,Groupers,Exposure,Precipitation,0,25,0,0,0,1,High,High,gulf
Speckled hind,Groupers,Exposure,Sea Level Rise,0,25,0,0,0,1,High,High,gulf
Speckled hind,Groupers,Exposure,Hypoxia,1.6,9,8,6,2,2.04,High,High,gulf
Spiny lobster,Invertebrate,Sensitivity,Habitat Specificity,2.6,1,14,9,1,2.4,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Prey Specificity,2.4,13,11,1,0,1.52,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Adult Mobility,2.6,1,12,10,2,2.52,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Dispersal of Early Life Stages,2.4,23,2,0,0,1.08,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Early Life History Survival and Settlement Requirements,2.8,0,8,15,2,2.76,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Complexity in Reproductive Strategy,2.8,4,9,6,6,2.56,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Spawning Cycle,2.6,9,12,4,0,1.8,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Sensitivity to Temperature,2.4,14,11,0,0,1.44,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Sensitivity to Ocean Acidification,2.2,0,11,14,0,2.56,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Other Stressors,2.6,3,6,11,5,2.72,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Population Growth Rate,2,4,14,7,0,2.12,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Sensitivity,Stock Size/Status,1.4,9,8,7,1,2,Moderate,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Salinity,3,2.884625,8.65385,5.769225,7.6923,2.730768,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Primary Productivity,2,12.980775,12.019225,0,0,1.480769,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Air Temperature,0,25,0,0,0,1,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Precipitation,0,25,0,0,0,1,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Sea Level Rise,2.8,2,9,10,4,2.64,High,Moderate,gulf
Spiny lobster,Invertebrate,Exposure,Hypoxia,2.8,7,9,7,2,2.16,High,Moderate,gulf
Spotted seatrout,Coastal,Sensitivity,Habitat Specificity,3,4,7,14,0,2.4,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Prey Specificity,3,11,10,4,0,1.72,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Adult Mobility,2.4,6,9,10,0,2.16,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Dispersal of Early Life Stages,2.3,3,16,6,0,2.12,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Early Life History Survival and Settlement Requirements,2,6,12,7,0,2.04,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Complexity in Reproductive Strategy,2.6,7,13,5,0,1.92,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Spawning Cycle,3,6,14,5,0,1.96,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Sensitivity to Temperature,2.6,11,10,4,0,1.72,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Sensitivity to Ocean Acidification,2.6,10,10,5,0,1.8,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Other Stressors,2.2,7,7,9,2,2.24,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Population Growth Rate,2.6,7,9,7,2,2.16,Low,Low,gulf
Spotted seatrout,Coastal,Sensitivity,Stock Size/Status,2.4,10,9,6,0,1.84,Low,Low,gulf
Spotted seatrout,Coastal,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Salinity,3,2.6923,7.6923,5.384625,9.230775,2.846155,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Primary Productivity,2,10.65575,13.934425,0.409825,0,1.590163,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Sea Level Rise,2.6,2,13,7,3,2.44,High,Low,gulf
Spotted seatrout,Coastal,Exposure,Hypoxia,2.2,4,13,6,2,2.24,High,Low,gulf
Stone crab,Invertebrate,Sensitivity,Habitat Specificity,2.6,8,10,7,0,1.96,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Prey Specificity,2.4,18,7,0,0,1.28,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Adult Mobility,2.6,4,8,10,3,2.48,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Dispersal of Early Life Stages,2.4,7,15,3,0,1.84,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Early Life History Survival and Settlement Requirements,2.4,5,10,8,2,2.28,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Complexity in Reproductive Strategy,2.8,7,13,5,0,1.92,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Spawning Cycle,2.4,6,14,5,0,1.96,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Sensitivity to Temperature,2.4,5,19,1,0,1.84,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Sensitivity to Ocean Acidification,2.2,2,12,11,0,2.36,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Other Stressors,2.2,1,9,14,1,2.6,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Population Growth Rate,2.2,12,11,2,0,1.6,Low,Low,gulf
Stone crab,Invertebrate,Sensitivity,Stock Size/Status,1,8,11,6,0,1.92,Low,Low,gulf
Stone crab,Invertebrate,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Stone crab,Invertebrate,Exposure,Salinity,3,3.125,9.895825,5.729175,6.25,2.604167,High,Low,gulf
Stone crab,Invertebrate,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Stone crab,Invertebrate,Exposure,Primary Productivity,2,14.0625,10.9375,0,0,1.4375,High,Low,gulf
Stone crab,Invertebrate,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Stone crab,Invertebrate,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Stone crab,Invertebrate,Exposure,Sea Level Rise,2.6,1,9,11,4,2.72,High,Low,gulf
Stone crab,Invertebrate,Exposure,Hypoxia,2.4,4,8,9,4,2.52,High,Low,gulf
Striped mullet,Coastal,Sensitivity,Habitat Specificity,3,5,13,7,0,2.08,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Prey Specificity,1.3,5,15,5,0,2,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Adult Mobility,1.8,5,16,4,0,1.96,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Dispersal of Early Life Stages,1.6,5,16,4,0,1.96,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Early Life History Survival and Settlement Requirements,1.4,8,12,5,0,1.88,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Complexity in Reproductive Strategy,1.8,2,16,7,0,2.2,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Spawning Cycle,1.8,1,20,4,0,2.12,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Sensitivity to Temperature,2,9,12,4,0,1.8,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Sensitivity to Ocean Acidification,1.2,14,8,3,0,1.56,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Other Stressors,1.8,3,18,4,0,2.04,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Population Growth Rate,1.4,14,8,3,0,1.56,Low,Low,gulf
Striped mullet,Coastal,Sensitivity,Stock Size/Status,1.3,7,12,6,0,1.96,Low,Low,gulf
Striped mullet,Coastal,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Striped mullet,Coastal,Exposure,Salinity,3,1.1218,3.205125,3.6859,16.987175,3.461538,High,Low,gulf
Striped mullet,Coastal,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Striped mullet,Coastal,Exposure,Primary Productivity,2,6.25,16.9408,1.8092,0,1.822368,High,Low,gulf
Striped mullet,Coastal,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Striped mullet,Coastal,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Striped mullet,Coastal,Exposure,Sea Level Rise,2.6,4,13,6,2,2.24,High,Low,gulf
Striped mullet,Coastal,Exposure,Hypoxia,2.2,7,11,5,2,2.08,High,Low,gulf
Tarpon,Coastal,Sensitivity,Habitat Specificity,2.8,4,11,8,2,2.32,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Prey Specificity,2.6,8,10,7,0,1.96,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Adult Mobility,3,12,12,1,0,1.56,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Dispersal of Early Life Stages,3,14,10,1,0,1.48,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Early Life History Survival and Settlement Requirements,2.4,2,15,8,0,2.24,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Complexity in Reproductive Strategy,2.4,3,11,9,2,2.4,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Spawning Cycle,2.4,1,18,6,0,2.2,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Sensitivity to Temperature,2.4,11,10,4,0,1.72,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Sensitivity to Ocean Acidification,2,6,11,6,2,2.16,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Other Stressors,2,0,12,13,0,2.52,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Population Growth Rate,2.4,2,5,9,9,3,Moderate,Moderate,gulf
Tarpon,Coastal,Sensitivity,Stock Size/Status,1.4,0,14,11,0,2.44,Moderate,Moderate,gulf
Tarpon,Coastal,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Moderate,gulf
Tarpon,Coastal,Exposure,Salinity,3,1.1218,3.205125,3.6859,16.987175,3.461538,High,Moderate,gulf
Tarpon,Coastal,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Moderate,gulf
Tarpon,Coastal,Exposure,Primary Productivity,2,6.25,16.9408,1.8092,0,1.822368,High,Moderate,gulf
Tarpon,Coastal,Exposure,Air Temperature,0,25,0,0,0,1,High,Moderate,gulf
Tarpon,Coastal,Exposure,Precipitation,0,25,0,0,0,1,High,Moderate,gulf
Tarpon,Coastal,Exposure,Sea Level Rise,2.4,6,13,5,1,2.04,High,Moderate,gulf
Tarpon,Coastal,Exposure,Hypoxia,2.3,11,11,3,0,1.68,High,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Habitat Specificity,2.8,20,5,0,0,1.2,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Prey Specificity,3,20,5,0,0,1.2,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Adult Mobility,2.8,23,2,0,0,1.08,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Dispersal of Early Life Stages,3,20,5,0,0,1.2,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Early Life History Survival and Settlement Requirements,2.4,25,0,0,0,1,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Complexity in Reproductive Strategy,2.8,15,5,2,3,1.72,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Spawning Cycle,2.4,9,10,2,4,2.04,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Sensitivity to Temperature,2.6,20,5,0,0,1.2,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Sensitivity to Ocean Acidification,2.4,20,4,1,0,1.24,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Other Stressors,1.6,10,10,4,1,1.84,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Population Growth Rate,2.4,0,5,10,10,3.2,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Sensitivity,Stock Size/Status,1.4,0,11,11,3,2.68,Moderate,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Salinity,3,1.11465,3.184725,3.662425,17.038225,3.464967535,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Primary Productivity,2,6.20915,16.993475,1.797375,0,1.823529,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Air Temperature,0,25,0,0,0,1,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Precipitation,0,25,0,0,0,1,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Sea Level Rise,0,25,0,0,0,1,High,Moderate,gulf
Tiger shark,Elasmobranch,Exposure,Hypoxia,1.9,15,8,2,0,1.48,High,Moderate,gulf
Tomtate,Other Reef Fish,Sensitivity,Habitat Specificity,3,16,7,2,0,1.44,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Prey Specificity,3,14,10,1,0,1.48,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Adult Mobility,2,8,11,6,0,1.92,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Dispersal of Early Life Stages,2,4,15,6,0,2.08,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Early Life History Survival and Settlement Requirements,1.6,9,13,3,0,1.76,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Complexity in Reproductive Strategy,2.8,10,12,3,0,1.72,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Spawning Cycle,2.8,3,16,6,0,2.12,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Sensitivity to Temperature,2.8,11,11,3,0,1.68,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Sensitivity to Ocean Acidification,2,6,12,7,0,2.04,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Other Stressors,2.6,4,12,7,2,2.28,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Population Growth Rate,2.4,11,12,2,0,1.64,Low,Low,gulf
Tomtate,Other Reef Fish,Sensitivity,Stock Size/Status,1.6,16,7,2,0,1.44,Low,Low,gulf
Tomtate,Other Reef Fish,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Salinity,3,1.166675,3.333325,3.833325,16.666675,3.44,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Primary Productivity,2,6.335625,16.95205,1.712325,0,1.815068,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Sea Level Rise,2.6,4,14,6,1,2.16,High,Low,gulf
Tomtate,Other Reef Fish,Exposure,Hypoxia,2.2,8,13,4,0,1.84,High,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Habitat Specificity,3,17,7,1,0,1.36,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Prey Specificity,3,20,5,0,0,1.2,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Adult Mobility,2.4,12,9,4,0,1.68,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Dispersal of Early Life Stages,2.6,8,17,0,0,1.68,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Early Life History Survival and Settlement Requirements,1.8,5,12,8,0,2.12,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Complexity in Reproductive Strategy,2.2,16,8,1,0,1.4,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Spawning Cycle,3,9,13,3,0,1.76,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Sensitivity to Temperature,2.4,12,12,1,0,1.56,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Sensitivity to Ocean Acidification,2.2,15,10,0,0,1.4,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Other Stressors,1.4,10,11,4,0,1.76,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Population Growth Rate,2.4,12,9,4,0,1.68,Low,Low,gulf
Vermilion snapper,Snappers,Sensitivity,Stock Size/Status,2.8,12,13,0,0,1.52,Low,Low,gulf
Vermilion snapper,Snappers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Salinity,3,1.166675,3.333325,3.833325,16.666675,3.44,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Primary Productivity,2,6.335625,16.95205,1.712325,0,1.815068,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Sea Level Rise,2.2,17,8,0,0,1.32,High,Low,gulf
Vermilion snapper,Snappers,Exposure,Hypoxia,1.6,10,10,4,1,1.84,High,Low,gulf
Warsaw grouper,Groupers,Sensitivity,Habitat Specificity,2.4,3,10,11,1,2.4,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Prey Specificity,1.4,15,9,1,0,1.44,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Adult Mobility,1,3,11,10,1,2.36,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Dispersal of Early Life Stages,1.2,8,16,1,0,1.72,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Early Life History Survival and Settlement Requirements,0.6,3,10,10,2,2.44,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Complexity in Reproductive Strategy,1.6,5,4,9,7,2.72,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Spawning Cycle,1.8,0,11,13,1,2.6,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Sensitivity to Temperature,2.2,9,6,9,1,2.08,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Sensitivity to Ocean Acidification,2,6,12,6,1,2.08,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Other Stressors,1.2,13,11,1,0,1.52,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Population Growth Rate,2.2,0,0,5,20,3.8,High,High,gulf
Warsaw grouper,Groupers,Sensitivity,Stock Size/Status,1.6,1,1,8,15,3.48,High,High,gulf
Warsaw grouper,Groupers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,High,gulf
Warsaw grouper,Groupers,Exposure,Salinity,3,2.272725,6.168825,1.623375,14.935075,3.168832,High,High,gulf
Warsaw grouper,Groupers,Exposure,Ocean Acidification,2,0,0,0,25,4,High,High,gulf
Warsaw grouper,Groupers,Exposure,Primary Productivity,2,7.432425,17.567575,0,0,1.702703,High,High,gulf
Warsaw grouper,Groupers,Exposure,Air Temperature,0,25,0,0,0,1,High,High,gulf
Warsaw grouper,Groupers,Exposure,Precipitation,0,25,0,0,0,1,High,High,gulf
Warsaw grouper,Groupers,Exposure,Sea Level Rise,1.2,11,9,4,1,1.8,High,High,gulf
Warsaw grouper,Groupers,Exposure,Hypoxia,1.4,8,7,8,2,2.16,High,High,gulf
Wenchman,Snappers,Sensitivity,Habitat Specificity,2.2,19,6,0,0,1.24,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Prey Specificity,2,16,9,0,0,1.36,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Adult Mobility,1.8,14,7,4,0,1.6,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Dispersal of Early Life Stages,1,8,15,2,0,1.76,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Early Life History Survival and Settlement Requirements,1,5,11,9,0,2.16,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Complexity in Reproductive Strategy,1.2,16,8,1,0,1.4,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Spawning Cycle,1.4,7,15,3,0,1.84,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Sensitivity to Temperature,2.2,16,7,2,0,1.44,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Sensitivity to Ocean Acidification,1.6,18,7,0,0,1.28,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Other Stressors,1.2,14,9,2,0,1.52,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Population Growth Rate,1.4,11,13,1,0,1.6,Low,Low,gulf
Wenchman,Snappers,Sensitivity,Stock Size/Status,1,7,15,3,0,1.84,Low,Low,gulf
Wenchman,Snappers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Wenchman,Snappers,Exposure,Salinity,3,1.2963,3.7037,3.333325,16.666675,3.414815,High,Low,gulf
Wenchman,Snappers,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Wenchman,Snappers,Exposure,Primary Productivity,2,5.7252,17.3664,1.9084,0,1.847328,High,Low,gulf
Wenchman,Snappers,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Wenchman,Snappers,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Wenchman,Snappers,Exposure,Sea Level Rise,0,25,0,0,0,1,High,Low,gulf
Wenchman,Snappers,Exposure,Hypoxia,1.2,14,8,3,0,1.56,High,Low,gulf
White shrimp,Invertebrate,Sensitivity,Habitat Specificity,2.4,8,14,3,0,1.8,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Prey Specificity,2.4,22,3,0,0,1.12,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Adult Mobility,2.6,11,11,3,0,1.68,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Dispersal of Early Life Stages,2.4,8,15,2,0,1.76,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Early Life History Survival and Settlement Requirements,2.4,4,13,8,0,2.16,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Complexity in Reproductive Strategy,2.6,10,11,4,0,1.76,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Spawning Cycle,2.6,9,14,2,0,1.72,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Sensitivity to Temperature,2.2,10,8,7,0,1.88,Low,Low,gulf
