Ecosystem,Survey Type,Survey Name,Entity Name,Assessment Year,Assessment Month,Degree of Influence
Gulf of Mexico,Recreational CPUE,Recreational CPUE,Spanish mackerel - Gulf of Mexico,2023,7,Primary
Gulf of Mexico,Recreational CPUE,Recreational CPUE,Vermilion snapper - Gulf of Mexico,2023,9,Secondary
Northeast Shelf,Commercial CPUE,Commercial CPUE,Red deepsea crab - Northwestern Atlantic,2023,7,Primary
Northeast Shelf,Commercial CPUE,Commercial CPUE,Tilefish - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Atlantic Herring Acoustic Survey,Atlantic herring - Northwestern Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Atlantic Surf Clam & Ocean Quahog Dredge,Atlantic surfclam - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Atlantic Surf Clam & Ocean Quahog Dredge,Ocean quahog - Atlantic Coast,2020,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Acadian redfish - Gulf of Maine / Georges Bank,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,American plaice - Gulf of Maine / Georges Bank,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic cod - Eastern Georges Bank | Asmt,2023,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic cod - Georges Bank,2024,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic cod - Gulf of Maine,2021,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic halibut - Northwestern Atlantic Coast,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic herring - Northwestern Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic mackerel - Gulf of Maine / Cape Hatteras,2023,9,Secondary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Atlantic wolffish - Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Barndoor skate - Georges Bank / Southern New England,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Bluefish - Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Butterfish - Gulf of Maine / Cape Hatteras,2024,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Clearnose skate - Southern New England / Mid-Atlantic,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Haddock - Eastern Georges Bank | Asmt,2023,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Haddock - Georges Bank,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Haddock - Gulf of Maine,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Longfin inshore squid - Georges Bank / Cape Hatteras | Asmt & Status,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Pollock - Gulf of Maine / Georges Bank,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Red hake - Gulf of Maine / Northern Georges Bank,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Red hake - Southern Georges Bank / Mid-Atlantic,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Rosette skate - Southern New England / Mid-Atlantic,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Scup - Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Silver hake - Gulf of Maine / Northern Georges Bank,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Silver hake - Southern Georges Bank / Mid-Atlantic | Asmt & Status,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Smooth skate - Gulf of Maine,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Thorny skate - Gulf of Maine,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,White hake - Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Windowpane - Gulf of Maine / Georges Bank,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Windowpane - Southern New England / Mid-Atlantic,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter flounder - Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter flounder - Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter flounder - Southern New England / Mid-Atlantic,2022,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter skate - Georges Bank / Southern New England,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Witch flounder - Northwestern Atlantic Coast,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Yellowtail flounder - Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Yellowtail flounder - Georges Bank,2024,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Acadian redfish - Gulf of Maine / Georges Bank,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,American plaice - Gulf of Maine / Georges Bank,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic cod - Eastern Georges Bank | Asmt,2023,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic cod - Georges Bank,2024,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic cod - Gulf of Maine,2021,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic halibut - Northwestern Atlantic Coast,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic herring - Northwestern Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic mackerel - Gulf of Maine / Cape Hatteras,2023,9,Secondary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Atlantic wolffish - Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Black sea bass - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Butterfish - Gulf of Maine / Cape Hatteras,2024,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Haddock - Eastern Georges Bank | Asmt,2023,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Haddock - Georges Bank,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Haddock - Gulf of Maine,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Little skate - Georges Bank / Southern New England,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Longfin inshore squid - Georges Bank / Cape Hatteras | Asmt & Status,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Ocean pout - Northwestern Atlantic Coast,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Pollock - Gulf of Maine / Georges Bank,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Red hake - Gulf of Maine / Northern Georges Bank,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Red hake - Southern Georges Bank / Mid-Atlantic,2023,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Scup - Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Silver hake - Gulf of Maine / Northern Georges Bank,2023,9,Secondary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Silver hake - Southern Georges Bank / Mid-Atlantic | Asmt & Status,2023,9,Secondary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Spiny dogfish - Atlantic Coast,2023,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,White hake - Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Winter flounder - Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Winter flounder - Southern New England / Mid-Atlantic,2022,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Witch flounder - Northwestern Atlantic Coast,2024,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Yellowtail flounder - Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Yellowtail flounder - Georges Bank,2024,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Black sea bass - Mid-Atlantic Coast,2024,6,Exploratory
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Scup - Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Sea scallop - Northwestern Atlantic Coast,2020,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Winter flounder - Southern New England / Mid-Atlantic,2022,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,Cooperative Research Survey - Longline,Haddock - Gulf of Maine,2024,9,Exploratory
Northeast Shelf,FINSS Survey,MARMAP Reef Fish Long Bottom Longline Survey (SCDNR),Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Atlantic wolffish - Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Black sea bass - Mid-Atlantic Coast,2024,6,Secondary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Scup - Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Winter flounder - Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Yellowtail flounder - Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Black sea bass - Mid-Atlantic Coast,2024,6,Secondary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Scup - Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Yellowtail flounder - Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Exploratory
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Exploratory
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Haddock - Gulf of Maine,2024,9,Exploratory
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Winter flounder - Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Yellowtail flounder - Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS),Black sea bass - Mid-Atlantic Coast,2024,6,Secondary
Northeast Shelf,FINSS Survey,Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS),Bluefish - Atlantic Coast,2023,6,Secondary
Northeast Shelf,FINSS Survey,Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS),Butterfish - Gulf of Maine / Cape Hatteras,2024,6,Primary
Northeast Shelf,FINSS Survey,Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS),Longfin inshore squid - Georges Bank / Cape Hatteras | Asmt & Status,2023,6,Primary
Northeast Shelf,FINSS Survey,Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS),Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,FINSS Survey,Northeast Atlantic Benthic Habitat_Winter,Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Fall,Atlantic mackerel - Gulf of Maine / Cape Hatteras,2023,9,Primary
Northeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Fall,Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Summer,Atlantic mackerel - Gulf of Maine / Cape Hatteras,2023,9,Primary
Northeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Summer,Yellowtail flounder - Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Northeast Sea Scallop_Summer,Sea scallop - Northwestern Atlantic Coast,2020,9,Primary
Northeast Shelf,FINSS Survey,Shrimp Survey (ASMFC) Northern Shrimp,Atlantic herring - Northwestern Atlantic Coast,2024,6,Primary
Northeast Shelf,FINSS Survey,Shrimp Survey (ASMFC) Northern Shrimp,Goosefish - Gulf of Maine / Northern Georges Bank,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Shrimp Survey (ASMFC) Northern Shrimp,Goosefish - Southern Georges Bank / Mid-Atlantic,2022,9,Exploratory
Northeast Shelf,FINSS Survey,Shrimp Survey (ASMFC) Northern Shrimp,Haddock - Gulf of Maine,2024,9,Exploratory
Northeast Shelf,Other Method,Arnie's Fisheries Optical Survey,Sea scallop - Northwestern Atlantic Coast,2020,9,Secondary
Northeast Shelf,Other Method,Census of total population. Trap counts and regression of redd counts. For more information see: Annual Report of the U.S. Atlantic Salmon Assessment Committee. Report N.o. 28 - 2015 Activities. Prepared for the U.S. Section to NASCO,Atlantic salmon - Gulf of Maine | Asmt & Status,2024,3,Primary
Northeast Shelf,Other Survey,CT trawl survey spring and fall,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,Other Survey,Canadian Benthic Trawl - Spring,Winter flounder - Georges Bank,2022,9,Primary
Northeast Shelf,Other Survey,Canadian Survey Data,Atlantic cod - Eastern Georges Bank | Asmt,2023,7,Primary
Northeast Shelf,Other Survey,Canadian Survey Data,Haddock - Eastern Georges Bank | Asmt,2023,7,Primary
Northeast Shelf,Other Survey,Canadian Survey Data,Yellowtail flounder - Georges Bank,2024,7,Primary
Northeast Shelf,Other Survey,Connecticut DEEP spring Long Island trawl,Black sea bass - Mid-Atlantic Coast,2024,6,Secondary
Northeast Shelf,Other Survey,Connecticut Long Island sound trawl survey,Bluefish - Atlantic Coast,2023,6,Secondary
Northeast Shelf,Other Survey,DE DFW spring trawl,Black sea bass - Mid-Atlantic Coast,2024,6,Secondary
Northeast Shelf,Other Survey,"DE, NY, NJ trawl surveys",Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,Other Survey,DFO Canada bottom trawl,Haddock - Georges Bank,2024,9,Primary
Northeast Shelf,Other Survey,Maryland DNR inshore trawl survey,Black sea bass - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,Other Survey,"Misc State and other surveys: RI DFW (spring, fall), URI GSO, Rhode Island Coop Trap, CT DEEP (spring, fall), NY DEC, NJ DFW, VIMS Chesapeake Bay, VIMS Juvenile Fish Trawl, NEAMAP (spring, fall)",Scup - Atlantic Coast,2023,6,Primary
Northeast Shelf,Other Survey,NEFSC ECOMON and MARMAP larval surveys,Summer flounder - Mid-Atlantic Coast,2023,6,Secondary
Northeast Shelf,Other Survey,NJ Ocean Trawl Survey,Bluefish - Atlantic Coast,2023,6,Secondary
Northeast Shelf,Other Survey,New Jersey DEP spring trawl,Black sea bass - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,Other Survey,New York DEC juvenile seine,Black sea bass - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,Other Survey,North Carolina Pamlico Sound Independent Gillnet Survey,Bluefish - Atlantic Coast,2023,6,Secondary
Northeast Shelf,Other Survey,RI trawl survey,Summer flounder - Mid-Atlantic Coast,2023,6,Primary
Northeast Shelf,Other Survey,Rhode Island DFW spring trawl,Black sea bass - Mid-Atlantic Coast,2024,6,Secondary
Northeast Shelf,Other Survey,UMass Dartmouth?s School for Marine Science & Technology (SMAST) video surveys,Sea scallop - Northwestern Atlantic Coast,2020,9,Primary
Northeast Shelf,Other Survey,URI GSO trawl survey,Summer flounder - Mid-Atlantic Coast,2023,6,Secondary
Northeast Shelf,Other Survey,VIMS ChesMMAP,Summer flounder - Mid-Atlantic Coast,2023,6,Secondary
Northeast Shelf,Other Survey,VIMS Chesapeake Bay Survey (monthly),Black sea bass - Mid-Atlantic Coast,2024,6,Primary
Northeast Shelf,Other Survey,VIMS dredge survey,Sea scallop - Northwestern Atlantic Coast,2020,9,Primary
Northeast Shelf / Southeast Shelf,FINSS Survey,Ecological Monitoring Trawl Survey (GADNR),Atlantic menhaden - Atlantic Coast | Asmt & Status,2022,11,Primary
Northeast Shelf / Southeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Fall,Atlantic menhaden - Atlantic Coast | Asmt & Status,2022,11,Exploratory
Northeast Shelf / Southeast Shelf,FINSS Survey,SEAMAP South Atlantic Trawl_Fall,Atlantic menhaden - Atlantic Coast | Asmt & Status,2022,11,Primary
Northeast Shelf / Southeast Shelf,FINSS Survey,SEAMAP South Atlantic Trawl_Summer,Atlantic menhaden - Atlantic Coast | Asmt & Status,2022,11,Primary
Northeast Shelf / Southeast Shelf,FINSS Survey,SEAMAP South Atlantic Trawl_Winter,Atlantic menhaden - Atlantic Coast | Asmt & Status,2022,11,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Albacore - North Pacific,2023,7,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Albacore - South Pacific,2021,8,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Bigeye thresher - North Pacific,2017,12,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Bigeye tuna - Central Western Pacific,2023,9,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Blue shark - Pacific,2023,9,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Indo-Pacific blue marlin - Pacific,2021,7,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Oceanic whitetip shark - Western and Central Pacific,2019,8,Exploratory
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Oceanic whitetip shark - Western and Central Pacific,2019,8,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Pacific bluefin tuna - Pacific,2024,7,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Shortfin mako - North Pacific,2024,8,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Silky shark - Western and Central Pacific,2024,8,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Skipjack tuna - Central Western Pacific,2022,8,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Striped marlin - Central Western Pacific,2023,7,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Swordfish - Western and Central North Pacific,2023,7,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Thresher shark - North Pacific,2018,5,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Yellowfin tuna - Central Western Pacific,2023,9,Primary
Pacific Highly Migratory,FINSS Survey,West Coast Thresher Shark Longline,Thresher shark - North Pacific,2018,5,Primary
Pacific Highly Migratory,Other Method,International YFT commercial fisheries catch data,Yellowfin tuna - Eastern Pacific,2020,11,Primary
Pacific Highly Migratory,Other Method,Regional Tuna Tagging Project,Yellowfin tuna - Central Western Pacific,2023,9,Secondary
Pacific Highly Migratory,Other Method,The National Research Institute of Far Seas Fisheries in Japan has been collecting data from research and training vessels (RTV) since 1992.,Shortfin mako - North Pacific,2024,8,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,American Samoa Bottomfish Multi-species Complex,2019,8,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bigeye bream - Guam | Asmt,2019,5,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bigeye bream - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bigscale soldierfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Blacktail snapper - Guam | Asmt,2019,5,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Blacktail snapper - Main Hawaiian Islands,2017,1,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Blue goatfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bluefin trevally - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bluefin trevally - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bluespine unicornfish - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bluespine unicornfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Bullethead parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Common bluestripe snapper - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Crimson jobfish - Main Hawaiian Islands | Asmt,2018,1,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Eyestripe surgeonfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Filament-finned parrotfish - Guam,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Giant trevally - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Green jobfish - Main Hawaiian Islands,2020,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Guam Bottomfish Multi-species Complex,2024,3,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Humpback red snapper - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Island jack - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Island jack - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Longnose emperor - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex,2024,3,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Naso tang - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Northern Mariana Islands Bottomfish Multi-species Complex,2019,8,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Orange goatfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Pacific longnose parrotfish - Guam | Asmt,2019,5,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Palenose parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Peacock hind - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Redlip parrotfish - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Redlip parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Regal parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Ringtail surgeonfish - Main Hawaiian Islands,2017,2,Primary
